,Accession,Segment,Nuc_Completeness,Species
497,KC676618.1,M,partial,Orthohantavirus dobravaense
498,KC676619.1,M,partial,Orthohantavirus dobravaense
499,KC676620.1,M,partial,Orthohantavirus dobravaense
500,KC676621.1,M,partial,Orthohantavirus dobravaense
501,KC676622.1,M,partial,Orthohantavirus dobravaense
502,KC676623.1,M,partial,Orthohantavirus dobravaense
503,KC676624.1,M,partial,Orthohantavirus dobravaense
504,KC676625.1,M,partial,Orthohantavirus dobravaense
505,KC676626.1,M,partial,Orthohantavirus dobravaense
506,KC676627.1,M,partial,Orthohantavirus dobravaense
507,KC676628.1,M,partial,Orthohantavirus dobravaense
508,KC197343.1,S,partial,Orthohantavirus dobravaense
512,JQ344114.1,S,partial,Orthohantavirus dobravaense
513,HE801176.1,S,partial,Orthohantavirus dobravaense
514,HE801177.1,S,partial,Orthohantavirus dobravaense
515,HE800553.1,M,partial,Orthohantavirus dobravaense
516,JQ026204.1,S,complete,Orthohantavirus dobravaense
517,JQ026205.1,M,complete,Orthohantavirus dobravaense
518,JQ026206.1,L,complete,Orthohantavirus dobravaense
519,JF920148.1,L,partial,Orthohantavirus dobravaense
520,JF920149.1,M,partial,Orthohantavirus dobravaense
521,JF920150.1,S,partial,Orthohantavirus dobravaense
522,JF920151.1,S,partial,Orthohantavirus dobravaense
523,JF920152.1,S,partial,Orthohantavirus dobravaense
524,HQ406825.1,S,partial,Orthohantavirus dobravaense
525,HQ406826.1,S,partial,Orthohantavirus dobravaense
526,JF499664.1,S,partial,Orthohantavirus dobravaense
527,JF499665.1,S,partial,Orthohantavirus dobravaense
528,JF499666.1,S,partial,Orthohantavirus dobravaense
529,HQ327701.1,M,partial,Orthohantavirus dobravaense
530,HQ327702.1,M,partial,Orthohantavirus dobravaense
531,HQ327703.1,M,partial,Orthohantavirus dobravaense
532,HQ327704.1,M,partial,Orthohantavirus dobravaense
533,FR836477.1,M,partial,Orthohantavirus dobravaense
534,FR836478.1,M,partial,Orthohantavirus dobravaense
535,FR836479.1,M,partial,Orthohantavirus dobravaense
536,FR836480.1,M,partial,Orthohantavirus dobravaense
537,FR836481.1,M,partial,Orthohantavirus dobravaense
538,FR836482.1,M,partial,Orthohantavirus dobravaense
539,HQ174468.1,S,partial,Orthohantavirus dobravaense
540,HQ174469.1,S,partial,Orthohantavirus dobravaense
541,HQ174470.1,S,partial,Orthohantavirus dobravaense
542,HQ174471.1,M,partial,Orthohantavirus dobravaense
543,HQ174472.1,M,partial,Orthohantavirus dobravaense
544,HQ174473.1,M,partial,Orthohantavirus dobravaense
545,FN813291.1,S,partial,Orthohantavirus dobravaense
546,FN813292.1,S,partial,Orthohantavirus dobravaense
547,FN813293.1,M,partial,Orthohantavirus dobravaense
548,FN813294.1,M,partial,Orthohantavirus dobravaense
549,FN813295.1,M,partial,Orthohantavirus dobravaense
550,FN813296.1,M,partial,Orthohantavirus dobravaense
551,FN813297.1,M,partial,Orthohantavirus dobravaense
552,GU904027.1,S,partial,Orthohantavirus dobravaense
553,GU904028.1,S,partial,Orthohantavirus dobravaense
554,GU904029.1,S,partial,Orthohantavirus dobravaense
555,GU904030.1,S,partial,Orthohantavirus dobravaense
556,GU904031.1,S,partial,Orthohantavirus dobravaense
557,GU904032.1,S,partial,Orthohantavirus dobravaense
558,GU904033.1,M,partial,Orthohantavirus dobravaense
559,GU904034.1,M,partial,Orthohantavirus dobravaense
560,GU904035.1,M,partial,Orthohantavirus dobravaense
561,GU904036.1,M,partial,Orthohantavirus dobravaense
562,GU904037.1,M,partial,Orthohantavirus dobravaense
563,GU904038.1,M,partial,Orthohantavirus dobravaense
564,GU904039.1,L,partial,Orthohantavirus dobravaense
565,GU904040.1,L,partial,Orthohantavirus dobravaense
566,GU904041.1,L,partial,Orthohantavirus dobravaense
567,GU904042.1,L,partial,Orthohantavirus dobravaense
568,GU904043.1,L,partial,Orthohantavirus dobravaense
569,GU904044.1,L,partial,Orthohantavirus dobravaense
570,GU904045.1,L,partial,Orthohantavirus dobravaense
571,GQ205401.1,S,complete,Orthohantavirus dobravaense
572,GQ205402.1,S,complete,Orthohantavirus dobravaense
573,GQ205403.1,S,complete,Orthohantavirus dobravaense
574,GQ205404.1,S,complete,Orthohantavirus dobravaense
575,GQ205405.1,S,complete,Orthohantavirus dobravaense
576,GQ205406.1,S,complete,Orthohantavirus dobravaense
577,GQ205407.1,S,complete,Orthohantavirus dobravaense
578,GQ205408.1,S,complete,Orthohantavirus dobravaense
579,GQ205409.1,M,complete,Orthohantavirus dobravaense
580,GQ205410.1,M,complete,Orthohantavirus dobravaense
581,GQ205411.1,M,complete,Orthohantavirus dobravaense
582,GQ205412.1,M,complete,Orthohantavirus dobravaense
583,GQ205413.1,M,complete,Orthohantavirus dobravaense
584,GQ205393.1,S,partial,Orthohantavirus dobravaense
585,GQ205394.1,S,partial,Orthohantavirus dobravaense
586,GQ205395.1,S,partial,Orthohantavirus dobravaense
587,GQ205396.1,S,partial,Orthohantavirus dobravaense
588,GQ205397.1,S,partial,Orthohantavirus dobravaense
589,GQ205398.1,S,partial,Orthohantavirus dobravaense
590,GQ205399.1,M,partial,Orthohantavirus dobravaense
591,GQ205400.1,M,partial,Orthohantavirus dobravaense
592,FN377826.2,S,partial,Orthohantavirus dobravaense
593,FN377827.1,M,partial,Orthohantavirus dobravaense
594,FN377828.2,S,partial,Orthohantavirus dobravaense
595,FN377829.1,M,partial,Orthohantavirus dobravaense
596,GQ303581.1,M,partial,Orthohantavirus dobravaense
597,GQ303582.1,M,partial,Orthohantavirus dobravaense
598,FJ986109.1,S,partial,Orthohantavirus dobravaense
599,FJ986110.1,M,partial,Orthohantavirus dobravaense
603,EU188449.1,S,partial,Orthohantavirus dobravaense
604,EU188450.1,M,partial,Orthohantavirus dobravaense
605,EU188451.1,L,partial,Orthohantavirus dobravaense
606,EU188452.1,S,partial,Orthohantavirus dobravaense
607,EU188453.1,M,partial,Orthohantavirus dobravaense
608,EU188454.1,L,partial,Orthohantavirus dobravaense
609,EU652420.1,S,partial,Orthohantavirus dobravaense
610,EU562892.1,M,partial,Orthohantavirus dobravaense
611,EU562893.1,M,partial,Orthohantavirus dobravaense
612,EU562894.1,M,partial,Orthohantavirus dobravaense
613,EU562895.1,M,partial,Orthohantavirus dobravaense
614,EU562896.1,M,partial,Orthohantavirus dobravaense
615,EU562897.1,M,partial,Orthohantavirus dobravaense
616,EU562898.1,M,partial,Orthohantavirus dobravaense
617,EU562899.1,M,partial,Orthohantavirus dobravaense
618,EU562900.1,M,partial,Orthohantavirus dobravaense
619,EU562901.1,M,partial,Orthohantavirus dobravaense
620,EU562902.1,M,partial,Orthohantavirus dobravaense
621,EU562903.1,M,partial,Orthohantavirus dobravaense
622,EU562904.1,M,partial,Orthohantavirus dobravaense
623,EU562905.1,M,partial,Orthohantavirus dobravaense
624,EU562906.1,M,partial,Orthohantavirus dobravaense
625,EU562907.1,M,partial,Orthohantavirus dobravaense
626,EU562908.1,M,partial,Orthohantavirus dobravaense
627,EU562909.1,M,partial,Orthohantavirus dobravaense
628,EU562910.1,M,partial,Orthohantavirus dobravaense
629,EU562911.1,M,partial,Orthohantavirus dobravaense
630,EU562912.1,M,partial,Orthohantavirus dobravaense
631,EU562913.1,M,partial,Orthohantavirus dobravaense
632,EU562914.1,M,partial,Orthohantavirus dobravaense
633,EU562915.1,M,partial,Orthohantavirus dobravaense
634,EU562916.1,M,partial,Orthohantavirus dobravaense
635,EU562917.1,M,partial,Orthohantavirus dobravaense
636,EU562918.1,M,partial,Orthohantavirus dobravaense
637,EU562919.1,M,partial,Orthohantavirus dobravaense
638,EU562920.1,M,partial,Orthohantavirus dobravaense
639,EU562921.1,M,partial,Orthohantavirus dobravaense
640,EU562922.1,M,partial,Orthohantavirus dobravaense
641,EU562923.1,M,partial,Orthohantavirus dobravaense
642,EU562924.1,M,partial,Orthohantavirus dobravaense
643,EU562925.1,M,partial,Orthohantavirus dobravaense
644,EU562926.1,M,partial,Orthohantavirus dobravaense
645,EU562927.1,M,partial,Orthohantavirus dobravaense
646,EU562928.1,M,partial,Orthohantavirus dobravaense
647,EU562929.1,M,partial,Orthohantavirus dobravaense
648,EU562930.1,M,partial,Orthohantavirus dobravaense
649,EU562931.1,M,partial,Orthohantavirus dobravaense
650,EU562932.1,M,partial,Orthohantavirus dobravaense
651,EU562933.1,M,partial,Orthohantavirus dobravaense
652,EU562934.1,M,partial,Orthohantavirus dobravaense
653,EU562935.1,M,partial,Orthohantavirus dobravaense
654,EU562936.1,M,partial,Orthohantavirus dobravaense
655,EU562937.1,M,partial,Orthohantavirus dobravaense
656,EU562938.1,M,partial,Orthohantavirus dobravaense
657,EU562939.1,M,partial,Orthohantavirus dobravaense
658,EU562940.1,M,partial,Orthohantavirus dobravaense
659,EU562941.1,M,partial,Orthohantavirus dobravaense
660,EU562942.1,M,partial,Orthohantavirus dobravaense
661,EU562943.1,M,partial,Orthohantavirus dobravaense
662,EU562944.1,M,partial,Orthohantavirus dobravaense
663,EU562945.1,M,partial,Orthohantavirus dobravaense
664,EU562946.1,M,partial,Orthohantavirus dobravaense
665,EU562947.1,M,partial,Orthohantavirus dobravaense
666,EU562948.1,M,partial,Orthohantavirus dobravaense
667,EU562949.1,M,partial,Orthohantavirus dobravaense
668,EU562950.1,M,partial,Orthohantavirus dobravaense
669,EU562951.1,M,partial,Orthohantavirus dobravaense
670,EU562952.1,M,partial,Orthohantavirus dobravaense
671,EU562953.1,M,partial,Orthohantavirus dobravaense
672,EU562954.1,M,partial,Orthohantavirus dobravaense
673,EU562955.1,M,partial,Orthohantavirus dobravaense
674,EU562956.1,M,partial,Orthohantavirus dobravaense
675,EU562957.1,M,partial,Orthohantavirus dobravaense
676,EU562958.1,M,partial,Orthohantavirus dobravaense
677,EU562959.1,M,partial,Orthohantavirus dobravaense
678,EU562960.1,M,partial,Orthohantavirus dobravaense
679,EU562962.1,M,partial,Orthohantavirus dobravaense
680,EU562963.1,M,partial,Orthohantavirus dobravaense
681,EU562964.1,M,partial,Orthohantavirus dobravaense
682,EU562965.1,M,partial,Orthohantavirus dobravaense
683,EU562966.1,M,partial,Orthohantavirus dobravaense
684,EU562989.1,S,partial,Orthohantavirus dobravaense
685,EU562990.1,S,partial,Orthohantavirus dobravaense
686,EU562991.1,S,partial,Orthohantavirus dobravaense
687,EU562992.1,S,partial,Orthohantavirus dobravaense
688,EU562993.1,S,partial,Orthohantavirus dobravaense
689,EU562994.1,S,partial,Orthohantavirus dobravaense
690,EU562995.1,S,partial,Orthohantavirus dobravaense
691,EU562996.1,S,partial,Orthohantavirus dobravaense
695,EF059978.1,S,partial,Orthohantavirus dobravaense
696,EF059979.1,S,partial,Orthohantavirus dobravaense
697,EF059980.1,S,partial,Orthohantavirus dobravaense
698,EF028074.1,S,partial,Orthohantavirus dobravaense
699,DQ305279.1,S,partial,Orthohantavirus dobravaense
700,DQ305280.1,S,partial,Orthohantavirus dobravaense
701,DQ305281.1,S,partial,Orthohantavirus dobravaense
702,DQ305282.1,M,partial,Orthohantavirus dobravaense
703,AY961615.1,S,complete,Orthohantavirus dobravaense
704,AY961616.1,M,partial,Orthohantavirus dobravaense
705,AY961617.1,L,partial,Orthohantavirus dobravaense
706,AY961618.1,S,partial,Orthohantavirus dobravaense
707,DQ061265.1,S,partial,Orthohantavirus dobravaense
708,DQ061266.1,S,partial,Orthohantavirus dobravaense
709,DQ061267.1,M,partial,Orthohantavirus dobravaense
710,DQ061268.1,M,partial,Orthohantavirus dobravaense
711,DQ061269.1,M,partial,Orthohantavirus dobravaense
712,AJ616854.1,S,partial,Orthohantavirus dobravaense
713,AJ616855.1,M,partial,Orthohantavirus dobravaense
714,AY533117.1,S,partial,Orthohantavirus dobravaense
715,AY533118.2,S,partial,Orthohantavirus dobravaense
716,AY533119.1,S,partial,Orthohantavirus dobravaense
717,AY533120.2,S,partial,Orthohantavirus dobravaense
718,AY533121.1,S,partial,Orthohantavirus dobravaense
719,AJ578081.1,S,partial,Orthohantavirus dobravaense
720,AJ578082.1,S,partial,Orthohantavirus dobravaense
721,AJ410618.2,L,partial,Orthohantavirus dobravaense
722,AJ410615.1,S,partial,Orthohantavirus dobravaense
723,AJ410616.1,M,partial,Orthohantavirus dobravaense
724,AJ410617.1,L,partial,Orthohantavirus dobravaense
725,AJ410619.1,S,partial,Orthohantavirus dobravaense
726,AY168576.1,S,partial,Orthohantavirus dobravaense
727,AY168577.1,M,partial,Orthohantavirus dobravaense
728,AY168578.1,M,partial,Orthohantavirus dobravaense
729,AF442622.1,S,partial,Orthohantavirus dobravaense
730,AF442623.1,S,partial,Orthohantavirus dobravaense
731,AJ294722.1,M,partial,Orthohantavirus dobravaense
732,AJ294723.1,M,partial,Orthohantavirus dobravaense
733,AJ269549.1,S,partial,Orthohantavirus dobravaense
734,AJ269550.1,S,partial,Orthohantavirus dobravaense
735,AJ269551.1,S,partial,Orthohantavirus dobravaense
736,AJ269552.1,S,partial,Orthohantavirus dobravaense
737,AJ269553.1,S,partial,Orthohantavirus dobravaense
738,AJ269554.1,S,partial,Orthohantavirus dobravaense
739,AJ251996.1,S,partial,Orthohantavirus dobravaense
740,AJ251997.1,S,partial,Orthohantavirus dobravaense
741,AJ251998.1,S,partial,Orthohantavirus dobravaense
742,AJ251999.1,S,partial,Orthohantavirus dobravaense
743,AJ252009.1,M,partial,Orthohantavirus dobravaense
744,AJ276305.1,S,partial,Orthohantavirus dobravaense
745,AJ276306.1,S,partial,Orthohantavirus dobravaense
746,AJ252000.1,M,partial,Orthohantavirus dobravaense
747,AJ252001.1,M,partial,Orthohantavirus dobravaense
748,AJ252002.1,M,partial,Orthohantavirus dobravaense
749,AJ252003.1,M,partial,Orthohantavirus dobravaense
750,AJ252004.1,M,partial,Orthohantavirus dobravaense
751,AJ252005.1,M,partial,Orthohantavirus dobravaense
752,AJ252006.1,M,partial,Orthohantavirus dobravaense
753,AJ252007.1,M,partial,Orthohantavirus dobravaense
754,AJ252008.1,M,partial,Orthohantavirus dobravaense
755,AJ131672.1,S,partial,Orthohantavirus dobravaense
756,AJ131673.1,S,partial,Orthohantavirus dobravaense
757,AJ009773.1,S,partial,Orthohantavirus dobravaense
758,AJ009774.2,M,partial,Orthohantavirus dobravaense
759,AJ009775.1,S,partial,Orthohantavirus dobravaense
760,AJ009776.1,M,partial,Orthohantavirus dobravaense
761,AJ009777.1,M,partial,Orthohantavirus dobravaense
762,AJ009778.1,L,partial,Orthohantavirus dobravaense
763,AJ009779.1,L,partial,Orthohantavirus dobravaense
764,AF085336.1,S,partial,Orthohantavirus dobravaense
765,AF085337.1,S,partial,Orthohantavirus dobravaense
766,AF060011.1,M,partial,Orthohantavirus dobravaense
767,AF060012.1,M,partial,Orthohantavirus dobravaense
768,AF060013.1,M,partial,Orthohantavirus dobravaense
769,AF060014.1,S,partial,Orthohantavirus dobravaense
770,AF060015.1,S,partial,Orthohantavirus dobravaense
771,AF060016.1,S,partial,Orthohantavirus dobravaense
772,AF060017.1,S,partial,Orthohantavirus dobravaense
773,AF060018.1,S,partial,Orthohantavirus dobravaense
774,AF060019.1,S,partial,Orthohantavirus dobravaense
775,AF060020.1,S,partial,Orthohantavirus dobravaense
776,AF060021.1,S,partial,Orthohantavirus dobravaense
777,AF060022.1,S,partial,Orthohantavirus dobravaense
778,AF060023.1,S,partial,Orthohantavirus dobravaense
779,AF060024.1,S,partial,Orthohantavirus dobravaense
780,AF060025.1,M,partial,Orthohantavirus dobravaense
781,AF060026.1,M,partial,Orthohantavirus dobravaense
782,AF060027.1,M,partial,Orthohantavirus dobravaense
783,AF060028.1,M,partial,Orthohantavirus dobravaense
784,AF060029.1,M,partial,Orthohantavirus dobravaense
785,AF060030.1,M,partial,Orthohantavirus dobravaense
786,AF039525.2,S,partial,Orthohantavirus dobravaense
787,L41916.1,S,complete,Orthohantavirus dobravaense
788,L33685.1,M,complete,Orthohantavirus dobravaense
789,S60401.1,M,partial,Orthohantavirus dobravaense
