,Accession,Segment,Nuc_Completeness,Species
908,MW504222.1,S,partial,Orthohantavirus puumalaense
909,MW504223.1,S,partial,Orthohantavirus puumalaense
910,MW504224.1,S,partial,Orthohantavirus puumalaense
911,MW504225.1,S,partial,Orthohantavirus puumalaense
912,MW504226.1,S,partial,Orthohantavirus puumalaense
913,MW504227.1,S,partial,Orthohantavirus puumalaense
914,MW504228.1,S,partial,Orthohantavirus puumalaense
915,MW504229.1,S,partial,Orthohantavirus puumalaense
916,MW504230.1,S,partial,Orthohantavirus puumalaense
917,MW504231.1,S,partial,Orthohantavirus puumalaense
918,MW504232.1,S,partial,Orthohantavirus puumalaense
919,MW504233.1,S,partial,Orthohantavirus puumalaense
920,MW504234.1,S,partial,Orthohantavirus puumalaense
921,MW504235.1,S,partial,Orthohantavirus puumalaense
922,MW504236.1,S,partial,Orthohantavirus puumalaense
923,MW504237.1,S,partial,Orthohantavirus puumalaense
924,MW504238.1,S,partial,Orthohantavirus puumalaense
925,MW504239.1,S,partial,Orthohantavirus puumalaense
926,MW504240.1,S,partial,Orthohantavirus puumalaense
927,MW504241.1,S,partial,Orthohantavirus puumalaense
928,MW504242.1,S,partial,Orthohantavirus puumalaense
929,MW504243.1,S,partial,Orthohantavirus puumalaense
930,MW504244.1,S,partial,Orthohantavirus puumalaense
931,MW504245.1,S,partial,Orthohantavirus puumalaense
932,MW504246.1,S,partial,Orthohantavirus puumalaense
933,MW504247.1,S,partial,Orthohantavirus puumalaense
934,MW504248.1,S,partial,Orthohantavirus puumalaense
935,MW504249.1,S,partial,Orthohantavirus puumalaense
936,MW504250.1,S,partial,Orthohantavirus puumalaense
937,MW504251.1,S,partial,Orthohantavirus puumalaense
938,MW504252.1,S,partial,Orthohantavirus puumalaense
939,MW504253.1,S,partial,Orthohantavirus puumalaense
940,MW504254.1,S,partial,Orthohantavirus puumalaense
941,MW504255.1,S,partial,Orthohantavirus puumalaense
942,MW504256.1,S,partial,Orthohantavirus puumalaense
943,MW587790.1,S,partial,Orthohantavirus puumalaense
944,MW587791.1,S,partial,Orthohantavirus puumalaense
945,MW587792.1,S,partial,Orthohantavirus puumalaense
946,MW587793.1,S,partial,Orthohantavirus puumalaense
947,MW587794.1,S,partial,Orthohantavirus puumalaense
948,MW587795.1,S,partial,Orthohantavirus puumalaense
949,MW587796.1,S,partial,Orthohantavirus puumalaense
950,MW587797.1,S,partial,Orthohantavirus puumalaense
951,MW587798.1,S,partial,Orthohantavirus puumalaense
952,MW587799.1,S,partial,Orthohantavirus puumalaense
953,MW587800.1,S,partial,Orthohantavirus puumalaense
954,MW587801.1,S,partial,Orthohantavirus puumalaense
955,MW587802.1,S,partial,Orthohantavirus puumalaense
956,MW587803.1,S,partial,Orthohantavirus puumalaense
957,MW587804.1,S,partial,Orthohantavirus puumalaense
958,MW587805.1,S,partial,Orthohantavirus puumalaense
959,MW587806.1,S,partial,Orthohantavirus puumalaense
960,MW587807.1,S,partial,Orthohantavirus puumalaense
961,MW587808.1,S,partial,Orthohantavirus puumalaense
962,MW587809.1,S,partial,Orthohantavirus puumalaense
963,MW587810.1,S,partial,Orthohantavirus puumalaense
964,MW587811.1,S,partial,Orthohantavirus puumalaense
965,MW587812.1,S,partial,Orthohantavirus puumalaense
966,MW587813.1,S,partial,Orthohantavirus puumalaense
967,MW587814.1,S,partial,Orthohantavirus puumalaense
968,MW587815.1,S,partial,Orthohantavirus puumalaense
969,MW587816.1,S,partial,Orthohantavirus puumalaense
970,MW587817.1,S,partial,Orthohantavirus puumalaense
971,MW587818.1,S,partial,Orthohantavirus puumalaense
972,MW587819.1,S,partial,Orthohantavirus puumalaense
973,MW587820.1,S,partial,Orthohantavirus puumalaense
974,MW587821.1,S,partial,Orthohantavirus puumalaense
975,MZ441151.1,S,partial,Orthohantavirus puumalaense
976,MZ441152.1,S,partial,Orthohantavirus puumalaense
977,MZ441153.1,S,partial,Orthohantavirus puumalaense
978,MT580933.2,M,partial,Orthohantavirus puumalaense
979,MT580934.1,S,partial,Orthohantavirus puumalaense
980,MT580935.2,S,partial,Orthohantavirus puumalaense
981,MT472648.1,S,partial,Orthohantavirus puumalaense
982,MW023666.1,M,partial,Orthohantavirus puumalaense
983,MW023667.1,M,partial,Orthohantavirus puumalaense
984,MW023668.1,M,partial,Orthohantavirus puumalaense
985,MW023669.1,M,partial,Orthohantavirus puumalaense
986,MW023670.1,M,partial,Orthohantavirus puumalaense
987,MW023671.1,M,partial,Orthohantavirus puumalaense
988,MW023672.1,M,partial,Orthohantavirus puumalaense
989,MW023673.1,M,partial,Orthohantavirus puumalaense
990,MW023674.1,M,partial,Orthohantavirus puumalaense
991,MW023675.1,M,partial,Orthohantavirus puumalaense
992,MW023676.1,M,partial,Orthohantavirus puumalaense
993,MW023677.1,M,partial,Orthohantavirus puumalaense
994,MW023678.1,M,partial,Orthohantavirus puumalaense
995,MW023679.1,S,partial,Orthohantavirus puumalaense
996,MW023680.1,S,partial,Orthohantavirus puumalaense
997,MW023681.1,S,partial,Orthohantavirus puumalaense
998,MW023682.1,S,partial,Orthohantavirus puumalaense
999,MW023683.1,S,partial,Orthohantavirus puumalaense
1000,MW023684.1,S,partial,Orthohantavirus puumalaense
1001,MW023685.1,S,partial,Orthohantavirus puumalaense
1002,MW023686.1,S,partial,Orthohantavirus puumalaense
1003,MW023687.1,S,partial,Orthohantavirus puumalaense
1004,MW023688.1,S,partial,Orthohantavirus puumalaense
1005,MW023689.1,S,partial,Orthohantavirus puumalaense
1006,MW023690.1,S,partial,Orthohantavirus puumalaense
1007,MW023691.1,S,partial,Orthohantavirus puumalaense
1008,MW023692.1,S,partial,Orthohantavirus puumalaense
1009,MW023693.1,S,partial,Orthohantavirus puumalaense
1010,MW023694.1,S,partial,Orthohantavirus puumalaense
1011,MW023695.1,S,partial,Orthohantavirus puumalaense
1012,MW023696.1,S,partial,Orthohantavirus puumalaense
1013,MW023697.1,S,partial,Orthohantavirus puumalaense
1014,MW023698.1,S,partial,Orthohantavirus puumalaense
1015,MW023699.1,S,partial,Orthohantavirus puumalaense
1016,MW023700.1,S,partial,Orthohantavirus puumalaense
1017,MW023701.1,S,partial,Orthohantavirus puumalaense
1018,MW023702.1,S,partial,Orthohantavirus puumalaense
1019,MW023703.1,S,partial,Orthohantavirus puumalaense
1020,MW023704.1,S,partial,Orthohantavirus puumalaense
1021,MW023705.1,S,partial,Orthohantavirus puumalaense
1022,MW023706.1,S,partial,Orthohantavirus puumalaense
1023,MW023707.1,S,partial,Orthohantavirus puumalaense
1024,MW023708.1,S,partial,Orthohantavirus puumalaense
1025,MW023709.1,S,partial,Orthohantavirus puumalaense
1026,MW023710.1,S,partial,Orthohantavirus puumalaense
1027,MW023711.1,S,partial,Orthohantavirus puumalaense
1028,MW023712.1,S,partial,Orthohantavirus puumalaense
1029,MW023713.1,S,partial,Orthohantavirus puumalaense
1030,MW023714.1,S,partial,Orthohantavirus puumalaense
1031,MW023715.1,S,partial,Orthohantavirus puumalaense
1032,MW023716.1,S,partial,Orthohantavirus puumalaense
1033,MW023717.1,S,partial,Orthohantavirus puumalaense
1034,MW023718.1,S,partial,Orthohantavirus puumalaense
1035,MW023719.1,S,partial,Orthohantavirus puumalaense
1036,MW023720.1,S,partial,Orthohantavirus puumalaense
1037,MW023721.1,S,partial,Orthohantavirus puumalaense
1038,MW023722.1,S,partial,Orthohantavirus puumalaense
1039,MW023723.1,S,partial,Orthohantavirus puumalaense
1040,MW023724.1,S,partial,Orthohantavirus puumalaense
1041,MW023725.1,S,partial,Orthohantavirus puumalaense
1042,MW023726.1,S,partial,Orthohantavirus puumalaense
1043,MW023727.1,S,partial,Orthohantavirus puumalaense
1044,MW023728.1,S,partial,Orthohantavirus puumalaense
1045,MW023729.1,S,partial,Orthohantavirus puumalaense
1046,MW023730.1,S,partial,Orthohantavirus puumalaense
1047,MW023731.1,S,partial,Orthohantavirus puumalaense
1048,MW023732.1,S,partial,Orthohantavirus puumalaense
1049,MW023733.1,S,partial,Orthohantavirus puumalaense
1050,MW023734.1,S,partial,Orthohantavirus puumalaense
1051,MW023735.1,S,partial,Orthohantavirus puumalaense
1052,MW023736.1,S,partial,Orthohantavirus puumalaense
1053,MW023737.1,S,partial,Orthohantavirus puumalaense
1054,MW023739.1,S,partial,Orthohantavirus puumalaense
1055,MW023740.1,S,partial,Orthohantavirus puumalaense
1056,MT453485.1,S,partial,Orthohantavirus puumalaense
1057,MT453486.1,S,partial,Orthohantavirus puumalaense
1058,MT453487.1,S,partial,Orthohantavirus puumalaense
1059,MT453488.1,S,partial,Orthohantavirus puumalaense
1060,MT453489.1,S,partial,Orthohantavirus puumalaense
1061,MT453490.1,S,partial,Orthohantavirus puumalaense
1062,MT453491.1,S,partial,Orthohantavirus puumalaense
1063,MT453492.1,S,partial,Orthohantavirus puumalaense
1064,MT453493.1,S,partial,Orthohantavirus puumalaense
1065,MT453494.1,S,partial,Orthohantavirus puumalaense
1066,MT453495.1,S,partial,Orthohantavirus puumalaense
1067,MT453496.1,S,partial,Orthohantavirus puumalaense
1068,MT453497.1,S,partial,Orthohantavirus puumalaense
1069,MT453498.1,S,partial,Orthohantavirus puumalaense
1070,MT453499.1,S,partial,Orthohantavirus puumalaense
1071,MT453500.1,S,partial,Orthohantavirus puumalaense
1072,MT453501.1,S,partial,Orthohantavirus puumalaense
1073,MT453502.1,S,partial,Orthohantavirus puumalaense
1074,MT453503.1,S,partial,Orthohantavirus puumalaense
1075,MT453504.1,S,partial,Orthohantavirus puumalaense
1076,MT453505.1,S,partial,Orthohantavirus puumalaense
1077,MT453506.1,S,partial,Orthohantavirus puumalaense
1078,MT453507.1,S,partial,Orthohantavirus puumalaense
1079,MT453508.1,S,partial,Orthohantavirus puumalaense
1080,MT453509.1,S,partial,Orthohantavirus puumalaense
1081,MT453510.1,S,partial,Orthohantavirus puumalaense
1082,MT453511.1,S,partial,Orthohantavirus puumalaense
1083,MT453512.1,S,partial,Orthohantavirus puumalaense
1084,MT453513.1,S,partial,Orthohantavirus puumalaense
1085,MT453514.1,S,partial,Orthohantavirus puumalaense
1086,MT453515.1,S,partial,Orthohantavirus puumalaense
1087,MT453516.1,S,partial,Orthohantavirus puumalaense
1088,MT453517.1,S,partial,Orthohantavirus puumalaense
1089,MT453518.1,S,partial,Orthohantavirus puumalaense
1090,MT453519.1,S,partial,Orthohantavirus puumalaense
1091,MT453520.1,S,partial,Orthohantavirus puumalaense
1092,MT453521.1,S,partial,Orthohantavirus puumalaense
1093,MT453522.1,S,partial,Orthohantavirus puumalaense
1094,MT453523.1,S,partial,Orthohantavirus puumalaense
1095,MT453524.1,S,partial,Orthohantavirus puumalaense
1096,MT453525.1,S,partial,Orthohantavirus puumalaense
1097,MT453526.1,S,partial,Orthohantavirus puumalaense
1098,MT453527.1,S,partial,Orthohantavirus puumalaense
1099,MT453528.1,S,partial,Orthohantavirus puumalaense
1100,MT453529.1,S,partial,Orthohantavirus puumalaense
1101,MT453530.1,S,partial,Orthohantavirus puumalaense
1102,MT453531.1,S,partial,Orthohantavirus puumalaense
1103,MT453532.1,S,partial,Orthohantavirus puumalaense
1104,MT453533.1,S,partial,Orthohantavirus puumalaense
1105,MT453534.1,S,partial,Orthohantavirus puumalaense
1106,MT453535.1,S,partial,Orthohantavirus puumalaense
1107,MT453536.1,S,partial,Orthohantavirus puumalaense
1108,MT453537.1,S,partial,Orthohantavirus puumalaense
1109,MT453538.1,S,partial,Orthohantavirus puumalaense
1110,MT453539.1,S,partial,Orthohantavirus puumalaense
1111,MT453540.1,S,partial,Orthohantavirus puumalaense
1112,MT453541.1,S,partial,Orthohantavirus puumalaense
1113,MT453542.1,S,partial,Orthohantavirus puumalaense
1114,MT453543.1,S,partial,Orthohantavirus puumalaense
1115,MT453544.1,S,partial,Orthohantavirus puumalaense
1116,MT453545.1,S,partial,Orthohantavirus puumalaense
1117,MT453546.1,S,partial,Orthohantavirus puumalaense
1118,MT453547.1,S,partial,Orthohantavirus puumalaense
1119,MT453548.1,S,partial,Orthohantavirus puumalaense
1120,MT453549.1,S,partial,Orthohantavirus puumalaense
1121,MT453550.1,S,partial,Orthohantavirus puumalaense
1122,MT453551.1,S,partial,Orthohantavirus puumalaense
1123,MT453552.1,S,partial,Orthohantavirus puumalaense
1124,MT453553.1,S,partial,Orthohantavirus puumalaense
1125,MT453554.1,S,partial,Orthohantavirus puumalaense
1126,MT453555.1,S,partial,Orthohantavirus puumalaense
1127,MT453556.1,S,partial,Orthohantavirus puumalaense
1128,MT453557.1,S,partial,Orthohantavirus puumalaense
1129,MT453558.1,S,partial,Orthohantavirus puumalaense
1130,MT453559.1,S,partial,Orthohantavirus puumalaense
1131,MT453560.1,S,partial,Orthohantavirus puumalaense
1132,MT453561.1,S,partial,Orthohantavirus puumalaense
1133,MT453562.1,S,partial,Orthohantavirus puumalaense
1134,MT453563.1,S,partial,Orthohantavirus puumalaense
1135,MT453564.1,S,partial,Orthohantavirus puumalaense
1136,MT453565.1,S,partial,Orthohantavirus puumalaense
1137,MT453566.1,S,partial,Orthohantavirus puumalaense
1138,MT453567.1,S,partial,Orthohantavirus puumalaense
1139,MT453568.1,S,partial,Orthohantavirus puumalaense
1140,MT453569.1,S,partial,Orthohantavirus puumalaense
1141,MT453570.1,S,partial,Orthohantavirus puumalaense
1142,MT453571.1,S,partial,Orthohantavirus puumalaense
1143,MT453572.1,S,partial,Orthohantavirus puumalaense
1144,MT453573.1,S,partial,Orthohantavirus puumalaense
1145,MT453574.1,S,partial,Orthohantavirus puumalaense
1146,MT453575.1,S,partial,Orthohantavirus puumalaense
1147,MT453576.1,S,partial,Orthohantavirus puumalaense
1148,MT453577.1,S,partial,Orthohantavirus puumalaense
1149,MT453578.1,S,partial,Orthohantavirus puumalaense
1150,MT453579.1,S,partial,Orthohantavirus puumalaense
1151,MT453580.1,S,partial,Orthohantavirus puumalaense
1152,MT453581.1,S,partial,Orthohantavirus puumalaense
1153,MT453582.1,S,partial,Orthohantavirus puumalaense
1154,MT453583.1,S,partial,Orthohantavirus puumalaense
1155,MT453584.1,S,partial,Orthohantavirus puumalaense
1156,MT453585.1,S,partial,Orthohantavirus puumalaense
1157,MT453586.1,S,partial,Orthohantavirus puumalaense
1158,MT453587.1,S,partial,Orthohantavirus puumalaense
1159,MT453588.1,S,partial,Orthohantavirus puumalaense
1160,MT453589.1,S,partial,Orthohantavirus puumalaense
1161,MT453590.1,S,partial,Orthohantavirus puumalaense
1162,MT453591.1,S,partial,Orthohantavirus puumalaense
1163,MT453592.1,S,partial,Orthohantavirus puumalaense
1164,MT453593.1,S,partial,Orthohantavirus puumalaense
1165,MT453594.1,S,partial,Orthohantavirus puumalaense
1166,MT453595.1,S,partial,Orthohantavirus puumalaense
1167,MT453596.1,S,partial,Orthohantavirus puumalaense
1168,MT453597.1,S,partial,Orthohantavirus puumalaense
1169,MT453598.1,S,partial,Orthohantavirus puumalaense
1170,MT453599.1,S,partial,Orthohantavirus puumalaense
1171,MT453600.1,S,partial,Orthohantavirus puumalaense
1172,MT453601.1,S,partial,Orthohantavirus puumalaense
1173,MT453602.1,S,partial,Orthohantavirus puumalaense
1174,MT453603.1,S,partial,Orthohantavirus puumalaense
1175,MT453604.1,S,partial,Orthohantavirus puumalaense
1176,MT453605.1,S,partial,Orthohantavirus puumalaense
1177,MT453606.1,S,partial,Orthohantavirus puumalaense
1178,MT453607.1,S,partial,Orthohantavirus puumalaense
1179,MT453608.1,S,partial,Orthohantavirus puumalaense
1180,MT453609.1,S,partial,Orthohantavirus puumalaense
1181,MT453610.1,S,partial,Orthohantavirus puumalaense
1182,MT453611.1,S,partial,Orthohantavirus puumalaense
1183,MT453612.1,S,partial,Orthohantavirus puumalaense
1184,MT453613.1,S,partial,Orthohantavirus puumalaense
1185,MT453614.1,S,partial,Orthohantavirus puumalaense
1186,MT453615.1,S,partial,Orthohantavirus puumalaense
1187,MT453616.1,S,partial,Orthohantavirus puumalaense
1188,MT453617.1,S,partial,Orthohantavirus puumalaense
1189,MT453618.1,S,partial,Orthohantavirus puumalaense
1190,MT453619.1,S,partial,Orthohantavirus puumalaense
1191,MT453620.1,S,partial,Orthohantavirus puumalaense
1192,MT453621.1,S,partial,Orthohantavirus puumalaense
1193,MT453622.1,S,partial,Orthohantavirus puumalaense
1194,MT453623.1,S,partial,Orthohantavirus puumalaense
1195,MT453624.1,S,partial,Orthohantavirus puumalaense
1196,MT453625.1,S,partial,Orthohantavirus puumalaense
1197,MT453626.1,S,partial,Orthohantavirus puumalaense
1198,MT453627.1,S,partial,Orthohantavirus puumalaense
1199,MT453628.1,S,partial,Orthohantavirus puumalaense
1200,MT453629.1,S,partial,Orthohantavirus puumalaense
1201,MT453630.1,S,partial,Orthohantavirus puumalaense
1202,MT453631.1,S,partial,Orthohantavirus puumalaense
1203,MT453632.1,S,partial,Orthohantavirus puumalaense
1204,MT453633.1,S,partial,Orthohantavirus puumalaense
1205,MT453634.1,S,partial,Orthohantavirus puumalaense
1206,MT453635.1,S,partial,Orthohantavirus puumalaense
1207,MT453636.1,S,partial,Orthohantavirus puumalaense
1208,MT453637.1,S,partial,Orthohantavirus puumalaense
1209,MT453638.1,S,partial,Orthohantavirus puumalaense
1210,MT453639.1,S,partial,Orthohantavirus puumalaense
1211,MT453640.1,S,partial,Orthohantavirus puumalaense
1212,MT453641.1,S,partial,Orthohantavirus puumalaense
1213,MT453642.1,S,partial,Orthohantavirus puumalaense
1214,MT453643.1,S,partial,Orthohantavirus puumalaense
1215,MT453644.1,S,partial,Orthohantavirus puumalaense
1216,MT453645.1,S,partial,Orthohantavirus puumalaense
1217,MT453646.1,S,partial,Orthohantavirus puumalaense
1218,MT453647.1,S,partial,Orthohantavirus puumalaense
1219,MT453648.1,S,partial,Orthohantavirus puumalaense
1220,MT453649.1,S,partial,Orthohantavirus puumalaense
1221,MT453650.1,S,partial,Orthohantavirus puumalaense
1222,MT453651.1,S,partial,Orthohantavirus puumalaense
1223,MT453652.1,S,partial,Orthohantavirus puumalaense
1224,MT453653.1,S,partial,Orthohantavirus puumalaense
1225,MT453654.1,S,partial,Orthohantavirus puumalaense
1226,MT453655.1,S,partial,Orthohantavirus puumalaense
1227,MT453656.1,S,partial,Orthohantavirus puumalaense
1228,MT453657.1,S,partial,Orthohantavirus puumalaense
1229,MT453658.1,S,partial,Orthohantavirus puumalaense
1230,MT453659.1,S,partial,Orthohantavirus puumalaense
1231,MT453660.1,S,partial,Orthohantavirus puumalaense
1232,MT453661.1,S,partial,Orthohantavirus puumalaense
1233,MT453662.1,S,partial,Orthohantavirus puumalaense
1234,MT453663.1,S,partial,Orthohantavirus puumalaense
1235,MT453664.1,S,partial,Orthohantavirus puumalaense
1236,MT453665.1,S,partial,Orthohantavirus puumalaense
1237,MT453666.1,S,partial,Orthohantavirus puumalaense
1238,MT453667.1,S,partial,Orthohantavirus puumalaense
1239,MT453668.1,S,partial,Orthohantavirus puumalaense
1240,MT453669.1,S,partial,Orthohantavirus puumalaense
1241,MT453670.1,S,partial,Orthohantavirus puumalaense
1242,MT453671.1,S,partial,Orthohantavirus puumalaense
1243,MT453672.1,S,partial,Orthohantavirus puumalaense
1244,MT453673.1,S,partial,Orthohantavirus puumalaense
1245,MT453674.1,S,partial,Orthohantavirus puumalaense
1246,MT453675.1,S,partial,Orthohantavirus puumalaense
1247,MT453676.1,S,partial,Orthohantavirus puumalaense
1248,MT453677.1,S,partial,Orthohantavirus puumalaense
1249,MT453678.1,S,partial,Orthohantavirus puumalaense
1250,MT453679.1,S,partial,Orthohantavirus puumalaense
1251,MT453680.1,S,partial,Orthohantavirus puumalaense
1252,MT453681.1,S,partial,Orthohantavirus puumalaense
1253,MT453682.1,S,partial,Orthohantavirus puumalaense
1254,MT453683.1,S,partial,Orthohantavirus puumalaense
1255,MT453684.1,S,partial,Orthohantavirus puumalaense
1256,MT453685.1,S,partial,Orthohantavirus puumalaense
1257,MT453686.1,S,partial,Orthohantavirus puumalaense
1258,MT453687.1,S,partial,Orthohantavirus puumalaense
1259,MT453688.1,S,partial,Orthohantavirus puumalaense
1260,MT453689.1,S,partial,Orthohantavirus puumalaense
1261,MT453690.1,S,partial,Orthohantavirus puumalaense
1262,MT453691.1,S,partial,Orthohantavirus puumalaense
1263,MT453692.1,S,partial,Orthohantavirus puumalaense
1264,MT453693.1,S,partial,Orthohantavirus puumalaense
1265,MT453694.1,S,partial,Orthohantavirus puumalaense
1266,MT453695.1,S,partial,Orthohantavirus puumalaense
1267,MT453696.1,S,partial,Orthohantavirus puumalaense
1268,MT453697.1,S,partial,Orthohantavirus puumalaense
1269,MT453698.1,S,partial,Orthohantavirus puumalaense
1270,MT453699.1,S,partial,Orthohantavirus puumalaense
1271,MT453700.1,S,partial,Orthohantavirus puumalaense
1272,MT453701.1,S,partial,Orthohantavirus puumalaense
1273,MT453702.1,S,partial,Orthohantavirus puumalaense
1274,MT453703.1,S,partial,Orthohantavirus puumalaense
1275,MT453704.1,S,partial,Orthohantavirus puumalaense
1276,MT453705.1,S,partial,Orthohantavirus puumalaense
1277,MT453706.1,S,partial,Orthohantavirus puumalaense
1278,MT453707.1,S,partial,Orthohantavirus puumalaense
1279,MT453708.1,S,partial,Orthohantavirus puumalaense
1280,MT453709.1,S,partial,Orthohantavirus puumalaense
1281,MT453710.1,S,partial,Orthohantavirus puumalaense
1282,MW148463.1,S,partial,Orthohantavirus puumalaense
1283,MW148464.1,S,partial,Orthohantavirus puumalaense
1284,MW148465.1,S,partial,Orthohantavirus puumalaense
1285,MW148466.1,S,partial,Orthohantavirus puumalaense
1286,MW148467.1,S,partial,Orthohantavirus puumalaense
1287,MW148468.1,S,partial,Orthohantavirus puumalaense
1288,MW148469.1,M,complete,Orthohantavirus puumalaense
1289,MW148470.1,M,complete,Orthohantavirus puumalaense
1290,MW148471.1,M,complete,Orthohantavirus puumalaense
1291,MW148472.1,M,complete,Orthohantavirus puumalaense
1292,MW148473.1,M,complete,Orthohantavirus puumalaense
1293,MW148474.1,M,complete,Orthohantavirus puumalaense
1294,MT276769.1,S,partial,Orthohantavirus puumalaense
1295,MT276770.1,S,partial,Orthohantavirus puumalaense
1296,MT276771.1,S,partial,Orthohantavirus puumalaense
1297,MT276772.1,S,partial,Orthohantavirus puumalaense
1298,MT276773.1,S,partial,Orthohantavirus puumalaense
1299,MT276774.1,S,partial,Orthohantavirus puumalaense
1300,MT580909.1,S,partial,Orthohantavirus puumalaense
1301,MT003230.1,S,partial,Orthohantavirus puumalaense
1302,MT003231.1,S,partial,Orthohantavirus puumalaense
1303,MT003232.1,S,partial,Orthohantavirus puumalaense
1304,MT003233.1,S,partial,Orthohantavirus puumalaense
1305,MT003234.1,S,partial,Orthohantavirus puumalaense
1306,MT003235.1,S,partial,Orthohantavirus puumalaense
1307,MT003236.1,S,partial,Orthohantavirus puumalaense
1308,MT003237.1,S,partial,Orthohantavirus puumalaense
1309,MT003238.1,S,partial,Orthohantavirus puumalaense
1310,MT003239.1,S,partial,Orthohantavirus puumalaense
1311,MT003240.1,S,partial,Orthohantavirus puumalaense
1312,MT003241.1,S,partial,Orthohantavirus puumalaense
1313,MT003242.1,S,partial,Orthohantavirus puumalaense
1314,MT003243.1,S,partial,Orthohantavirus puumalaense
1315,MT003244.1,S,partial,Orthohantavirus puumalaense
1316,MT003245.1,S,partial,Orthohantavirus puumalaense
1317,MT003246.1,S,partial,Orthohantavirus puumalaense
1318,MT003247.1,S,partial,Orthohantavirus puumalaense
1319,MT003248.1,S,partial,Orthohantavirus puumalaense
1320,MT003249.1,S,partial,Orthohantavirus puumalaense
1321,MT003250.1,S,partial,Orthohantavirus puumalaense
1322,MT003251.1,S,partial,Orthohantavirus puumalaense
1323,MT003252.1,S,partial,Orthohantavirus puumalaense
1324,MT003253.1,S,partial,Orthohantavirus puumalaense
1325,MT003254.1,S,partial,Orthohantavirus puumalaense
1326,MT003255.1,S,partial,Orthohantavirus puumalaense
1327,MT003256.1,S,partial,Orthohantavirus puumalaense
1328,MT003257.1,S,partial,Orthohantavirus puumalaense
1329,MT003258.1,S,partial,Orthohantavirus puumalaense
1330,MT003259.1,S,partial,Orthohantavirus puumalaense
1331,MT003260.1,S,partial,Orthohantavirus puumalaense
1332,MT003261.1,S,partial,Orthohantavirus puumalaense
1333,MT003262.1,S,partial,Orthohantavirus puumalaense
1334,MT003263.1,S,partial,Orthohantavirus puumalaense
1335,MT003264.1,S,partial,Orthohantavirus puumalaense
1336,MT003265.1,S,partial,Orthohantavirus puumalaense
1337,MT003266.1,S,partial,Orthohantavirus puumalaense
1338,MT003267.1,S,partial,Orthohantavirus puumalaense
1339,MT003268.1,S,partial,Orthohantavirus puumalaense
1340,MT003269.1,S,partial,Orthohantavirus puumalaense
1341,MT003270.1,S,partial,Orthohantavirus puumalaense
1342,MT003271.1,S,partial,Orthohantavirus puumalaense
1343,MT003272.1,S,partial,Orthohantavirus puumalaense
1344,MT003273.1,S,partial,Orthohantavirus puumalaense
1345,MT003274.1,S,partial,Orthohantavirus puumalaense
1346,MT003275.1,S,partial,Orthohantavirus puumalaense
1347,MT003276.1,S,partial,Orthohantavirus puumalaense
1348,MT003277.1,S,partial,Orthohantavirus puumalaense
1349,MT003278.1,S,partial,Orthohantavirus puumalaense
1350,MT003279.1,S,partial,Orthohantavirus puumalaense
1351,MT003280.1,S,partial,Orthohantavirus puumalaense
1352,MT003281.1,S,partial,Orthohantavirus puumalaense
1353,MT003282.1,S,partial,Orthohantavirus puumalaense
1354,MT003283.1,S,partial,Orthohantavirus puumalaense
1355,MT003284.1,S,partial,Orthohantavirus puumalaense
1356,MN906315.1,S,partial,Orthohantavirus puumalaense
1357,MN906316.1,S,partial,Orthohantavirus puumalaense
1358,MK340904.1,S,complete,Orthohantavirus puumalaense
1359,MN832779.1,L,complete,Orthohantavirus puumalaense
1360,MN832780.1,M,complete,Orthohantavirus puumalaense
1361,MN832781.1,S,complete,Orthohantavirus puumalaense
1362,MN832782.1,L,complete,Orthohantavirus puumalaense
1363,MN832783.1,M,complete,Orthohantavirus puumalaense
1364,MN832784.1,S,complete,Orthohantavirus puumalaense
1365,MT742561.1,S,partial,Orthohantavirus puumalaense
1366,MT742562.1,S,partial,Orthohantavirus puumalaense
1367,MT742563.1,S,partial,Orthohantavirus puumalaense
1368,MT742564.1,S,partial,Orthohantavirus puumalaense
1369,MT742565.1,S,partial,Orthohantavirus puumalaense
1370,MT742566.1,S,partial,Orthohantavirus puumalaense
1371,MT742567.1,S,partial,Orthohantavirus puumalaense
1372,MT742568.1,S,partial,Orthohantavirus puumalaense
1373,MT742569.1,S,partial,Orthohantavirus puumalaense
1374,MT742570.1,S,partial,Orthohantavirus puumalaense
1375,MT742571.1,S,partial,Orthohantavirus puumalaense
1376,MT742572.1,S,partial,Orthohantavirus puumalaense
1377,MT742573.1,S,partial,Orthohantavirus puumalaense
1378,MT742574.1,S,partial,Orthohantavirus puumalaense
1379,MT742575.1,S,partial,Orthohantavirus puumalaense
1380,MT742576.1,S,partial,Orthohantavirus puumalaense
1381,MT742577.1,S,partial,Orthohantavirus puumalaense
1382,MN627217.1,L,partial,Orthohantavirus puumalaense
1383,MN627218.1,L,partial,Orthohantavirus puumalaense
1384,MN627219.1,L,partial,Orthohantavirus puumalaense
1385,MN627220.1,L,partial,Orthohantavirus puumalaense
1386,MT514271.1,S,complete,Orthohantavirus puumalaense
1387,MT514272.1,S,complete,Orthohantavirus puumalaense
1388,MT514273.1,S,complete,Orthohantavirus puumalaense
1389,MT514274.1,S,complete,Orthohantavirus puumalaense
1390,MT514281.1,M,partial,Orthohantavirus puumalaense
1391,MT514282.1,M,partial,Orthohantavirus puumalaense
1392,MT514283.1,M,partial,Orthohantavirus puumalaense
