,Accession,Segment,Nuc_Completeness,Species
544,OQ731586.1,S,partial,Orthohantavirus hantanense
545,OQ731587.1,S,partial,Orthohantavirus hantanense
546,OQ731588.1,S,partial,Orthohantavirus hantanense
547,OQ731589.1,S,partial,Orthohantavirus hantanense
548,OQ731590.1,S,partial,Orthohantavirus hantanense
549,OQ731591.1,S,partial,Orthohantavirus hantanense
550,OQ731592.1,S,partial,Orthohantavirus hantanense
551,OQ731593.1,S,partial,Orthohantavirus hantanense
552,OQ731594.1,S,partial,Orthohantavirus hantanense
553,OQ731595.1,S,partial,Orthohantavirus hantanense
554,OQ731596.1,S,partial,Orthohantavirus hantanense
555,OQ731597.1,S,partial,Orthohantavirus hantanense
556,OQ731598.1,S,partial,Orthohantavirus hantanense
557,OQ731599.1,S,partial,Orthohantavirus hantanense
558,OQ731600.1,S,partial,Orthohantavirus hantanense
559,OQ731601.1,S,partial,Orthohantavirus hantanense
560,OQ731602.1,S,partial,Orthohantavirus hantanense
561,ON110133.1,M,partial,Orthohantavirus hantanense
562,ON110134.1,M,partial,Orthohantavirus hantanense
563,ON110135.1,M,partial,Orthohantavirus hantanense
564,ON409528.1,L,partial,Orthohantavirus hantanense
565,ON409529.1,L,partial,Orthohantavirus hantanense
566,ON409530.1,L,partial,Orthohantavirus hantanense
567,ON409531.1,L,partial,Orthohantavirus hantanense
568,ON409532.1,L,partial,Orthohantavirus hantanense
569,ON409533.1,L,partial,Orthohantavirus hantanense
570,ON409535.1,L,partial,Orthohantavirus hantanense
571,ON409536.1,L,partial,Orthohantavirus hantanense
572,ON409537.1,L,partial,Orthohantavirus hantanense
573,ON409538.1,L,partial,Orthohantavirus hantanense
574,ON409539.1,L,partial,Orthohantavirus hantanense
575,ON409540.1,L,partial,Orthohantavirus hantanense
576,ON409541.1,L,partial,Orthohantavirus hantanense
577,ON409542.1,L,partial,Orthohantavirus hantanense
578,ON409543.1,L,partial,Orthohantavirus hantanense
579,ON409544.1,L,partial,Orthohantavirus hantanense
580,ON409545.1,L,partial,Orthohantavirus hantanense
581,ON409546.1,L,partial,Orthohantavirus hantanense
582,ON409547.1,L,partial,Orthohantavirus hantanense
583,ON409548.1,L,partial,Orthohantavirus hantanense
584,ON409549.1,L,partial,Orthohantavirus hantanense
585,ON409550.1,L,partial,Orthohantavirus hantanense
586,OQ129473.1,L,partial,Orthohantavirus hantanense
587,OQ129474.1,L,partial,Orthohantavirus hantanense
588,OQ129475.1,L,partial,Orthohantavirus hantanense
589,OQ129476.1,L,partial,Orthohantavirus hantanense
590,OQ129477.1,L,partial,Orthohantavirus hantanense
591,OQ129478.1,L,partial,Orthohantavirus hantanense
603,OK079096.1,S,partial,Orthohantavirus hantanense
604,OK079097.1,M,partial,Orthohantavirus hantanense
605,OK079098.1,L,partial,Orthohantavirus hantanense
606,MZ868556.1,M,partial,Orthohantavirus hantanense
607,MZ868557.1,M,partial,Orthohantavirus hantanense
608,MZ868558.1,M,partial,Orthohantavirus hantanense
609,MZ868559.1,M,partial,Orthohantavirus hantanense
610,MZ868560.1,M,partial,Orthohantavirus hantanense
611,MZ868561.1,M,partial,Orthohantavirus hantanense
612,MZ868562.1,M,partial,Orthohantavirus hantanense
613,MZ868563.1,M,partial,Orthohantavirus hantanense
614,MZ868564.1,M,partial,Orthohantavirus hantanense
615,MZ868565.1,M,partial,Orthohantavirus hantanense
616,MZ868566.1,M,partial,Orthohantavirus hantanense
617,MZ868567.1,M,partial,Orthohantavirus hantanense
618,MZ061870.1,S,partial,Orthohantavirus hantanense
619,MZ061871.1,S,partial,Orthohantavirus hantanense
620,MZ061872.1,S,partial,Orthohantavirus hantanense
621,MZ061873.1,S,partial,Orthohantavirus hantanense
622,MZ061874.1,S,partial,Orthohantavirus hantanense
623,MZ061875.1,S,partial,Orthohantavirus hantanense
624,MZ061876.1,S,partial,Orthohantavirus hantanense
625,MZ061877.1,S,partial,Orthohantavirus hantanense
626,MZ061878.1,S,partial,Orthohantavirus hantanense
627,MZ061879.1,S,partial,Orthohantavirus hantanense
628,MZ061880.1,S,partial,Orthohantavirus hantanense
629,MZ061881.1,S,partial,Orthohantavirus hantanense
630,MZ061882.1,S,partial,Orthohantavirus hantanense
631,MZ061883.1,S,partial,Orthohantavirus hantanense
632,MZ061884.1,S,partial,Orthohantavirus hantanense
633,MZ061885.1,S,partial,Orthohantavirus hantanense
634,MZ061886.1,S,partial,Orthohantavirus hantanense
635,MZ061887.1,S,partial,Orthohantavirus hantanense
636,MZ061888.1,S,partial,Orthohantavirus hantanense
637,MZ061889.1,S,partial,Orthohantavirus hantanense
638,MZ061890.1,S,partial,Orthohantavirus hantanense
639,MZ089549.1,M,partial,Orthohantavirus hantanense
640,MZ089550.1,M,partial,Orthohantavirus hantanense
641,MZ089551.1,M,partial,Orthohantavirus hantanense
642,MZ089552.1,M,partial,Orthohantavirus hantanense
643,MZ089553.1,M,partial,Orthohantavirus hantanense
644,MZ089554.1,M,partial,Orthohantavirus hantanense
645,MZ089555.1,M,partial,Orthohantavirus hantanense
646,MZ089556.1,M,partial,Orthohantavirus hantanense
647,MZ089557.1,M,partial,Orthohantavirus hantanense
648,MZ089558.1,M,partial,Orthohantavirus hantanense
649,MZ089559.1,M,partial,Orthohantavirus hantanense
650,MZ089560.1,M,partial,Orthohantavirus hantanense
651,MZ089561.1,M,partial,Orthohantavirus hantanense
652,MZ089562.1,M,partial,Orthohantavirus hantanense
653,MZ089563.1,M,partial,Orthohantavirus hantanense
654,MZ089564.1,M,partial,Orthohantavirus hantanense
655,MZ089565.1,M,partial,Orthohantavirus hantanense
656,MZ089566.1,M,partial,Orthohantavirus hantanense
657,MZ089567.1,M,partial,Orthohantavirus hantanense
658,MZ089568.1,M,partial,Orthohantavirus hantanense
659,MZ089569.1,M,partial,Orthohantavirus hantanense
660,MZ089570.1,M,partial,Orthohantavirus hantanense
661,MZ089571.1,M,partial,Orthohantavirus hantanense
662,MZ089572.1,M,partial,Orthohantavirus hantanense
663,MZ089573.1,M,partial,Orthohantavirus hantanense
664,MZ089574.1,M,partial,Orthohantavirus hantanense
665,MZ089575.1,M,partial,Orthohantavirus hantanense
666,MZ089576.1,M,partial,Orthohantavirus hantanense
667,MZ089577.1,M,partial,Orthohantavirus hantanense
668,MZ089578.1,M,partial,Orthohantavirus hantanense
669,MZ089579.1,M,partial,Orthohantavirus hantanense
670,MZ089580.1,M,partial,Orthohantavirus hantanense
671,MZ089581.1,M,partial,Orthohantavirus hantanense
672,MZ089582.1,M,partial,Orthohantavirus hantanense
673,MZ089583.1,M,partial,Orthohantavirus hantanense
674,MZ089584.1,M,partial,Orthohantavirus hantanense
675,MZ089585.1,M,partial,Orthohantavirus hantanense
676,MZ089586.1,M,partial,Orthohantavirus hantanense
677,MZ089587.1,M,partial,Orthohantavirus hantanense
678,MZ089588.1,M,partial,Orthohantavirus hantanense
679,MZ089589.1,M,partial,Orthohantavirus hantanense
680,MZ089590.1,M,partial,Orthohantavirus hantanense
681,MZ089591.1,M,partial,Orthohantavirus hantanense
682,MZ089592.1,M,partial,Orthohantavirus hantanense
683,MZ089593.1,M,partial,Orthohantavirus hantanense
684,MZ089594.1,M,partial,Orthohantavirus hantanense
685,MZ089595.1,M,partial,Orthohantavirus hantanense
686,MZ089596.1,M,partial,Orthohantavirus hantanense
687,MZ089597.1,M,partial,Orthohantavirus hantanense
688,MZ089598.1,M,partial,Orthohantavirus hantanense
689,MZ089599.1,M,partial,Orthohantavirus hantanense
690,MZ089600.1,M,partial,Orthohantavirus hantanense
691,MZ089601.1,M,partial,Orthohantavirus hantanense
692,MZ089602.1,M,partial,Orthohantavirus hantanense
693,MZ089603.1,M,partial,Orthohantavirus hantanense
694,MZ089604.1,M,partial,Orthohantavirus hantanense
695,MZ089605.1,M,partial,Orthohantavirus hantanense
696,MZ089606.1,M,partial,Orthohantavirus hantanense
697,MZ089607.1,M,partial,Orthohantavirus hantanense
698,MZ089608.1,M,partial,Orthohantavirus hantanense
699,MZ089609.1,M,partial,Orthohantavirus hantanense
700,MW349026.1,L,partial,Orthohantavirus hantanense
701,MW349027.1,L,partial,Orthohantavirus hantanense
702,MW349028.1,S,partial,Orthohantavirus hantanense
703,MZ147783.1,L,partial,Orthohantavirus hantanense
704,MZ147784.1,L,partial,Orthohantavirus hantanense
705,MZ147785.1,L,partial,Orthohantavirus hantanense
706,MZ147786.1,L,partial,Orthohantavirus hantanense
707,MZ147787.1,L,partial,Orthohantavirus hantanense
708,MZ147788.1,L,partial,Orthohantavirus hantanense
709,MZ147789.1,L,partial,Orthohantavirus hantanense
710,MZ147791.1,S,partial,Orthohantavirus hantanense
711,MZ191079.1,L,partial,Orthohantavirus hantanense
712,MZ191080.1,L,partial,Orthohantavirus hantanense
713,MZ191081.1,L,partial,Orthohantavirus hantanense
714,MZ191082.1,L,partial,Orthohantavirus hantanense
715,MT782310.1,M,partial,Orthohantavirus hantanense
716,MT782311.1,M,partial,Orthohantavirus hantanense
717,MT782312.1,M,partial,Orthohantavirus hantanense
718,MT782313.1,M,partial,Orthohantavirus hantanense
719,MT782314.1,M,partial,Orthohantavirus hantanense
720,MT782315.1,M,partial,Orthohantavirus hantanense
721,MT782316.1,M,partial,Orthohantavirus hantanense
722,MT782317.1,M,partial,Orthohantavirus hantanense
723,MT782318.1,M,partial,Orthohantavirus hantanense
724,MT782319.1,M,partial,Orthohantavirus hantanense
725,MT782320.1,M,partial,Orthohantavirus hantanense
726,MZ343363.1,S,partial,Orthohantavirus hantanense
727,MZ343364.1,M,partial,Orthohantavirus hantanense
728,MZ343365.1,L,partial,Orthohantavirus hantanense
729,MZ343366.1,S,partial,Orthohantavirus hantanense
730,MZ343367.1,M,partial,Orthohantavirus hantanense
731,MZ343368.1,L,partial,Orthohantavirus hantanense
732,MW219744.1,L,partial,Orthohantavirus hantanense
733,MW219745.1,L,partial,Orthohantavirus hantanense
734,MW219746.1,L,partial,Orthohantavirus hantanense
735,MW219747.1,L,partial,Orthohantavirus hantanense
736,MW219748.1,M,partial,Orthohantavirus hantanense
737,MW219749.1,M,partial,Orthohantavirus hantanense
738,MW219750.1,M,partial,Orthohantavirus hantanense
739,MW219751.1,M,partial,Orthohantavirus hantanense
740,MW219752.1,S,partial,Orthohantavirus hantanense
741,MW219753.1,S,partial,Orthohantavirus hantanense
742,MW219754.1,S,partial,Orthohantavirus hantanense
743,MW219755.1,S,partial,Orthohantavirus hantanense
744,MW222666.1,M,partial,Orthohantavirus hantanense
745,MW222667.1,S,partial,Orthohantavirus hantanense
746,MW222668.1,L,partial,Orthohantavirus hantanense
747,MW222669.1,M,partial,Orthohantavirus hantanense
748,MW222670.1,M,partial,Orthohantavirus hantanense
749,MW222671.1,M,partial,Orthohantavirus hantanense
750,MW881022.1,M,partial,Orthohantavirus hantanense
751,MW881023.1,L,partial,Orthohantavirus hantanense
752,MW881024.1,S,partial,Orthohantavirus hantanense
753,MW881025.1,S,partial,Orthohantavirus hantanense
754,MW796110.1,L,partial,Orthohantavirus hantanense
755,MW796111.1,L,partial,Orthohantavirus hantanense
756,MW796112.1,L,partial,Orthohantavirus hantanense
757,MW796113.1,L,partial,Orthohantavirus hantanense
758,MW796114.1,L,partial,Orthohantavirus hantanense
759,MW796115.1,L,partial,Orthohantavirus hantanense
760,MW796116.1,L,partial,Orthohantavirus hantanense
761,MW796117.1,L,partial,Orthohantavirus hantanense
762,MW796118.1,L,partial,Orthohantavirus hantanense
763,MW796119.1,L,partial,Orthohantavirus hantanense
764,MW796120.1,L,partial,Orthohantavirus hantanense
765,MW796121.1,L,partial,Orthohantavirus hantanense
766,MW796122.1,M,partial,Orthohantavirus hantanense
767,MW796123.1,M,partial,Orthohantavirus hantanense
768,MW796124.1,M,partial,Orthohantavirus hantanense
769,MW796125.1,M,partial,Orthohantavirus hantanense
770,MW796126.1,M,partial,Orthohantavirus hantanense
771,MW796127.1,M,partial,Orthohantavirus hantanense
772,MW796128.1,M,partial,Orthohantavirus hantanense
773,MW796129.1,M,partial,Orthohantavirus hantanense
774,MW796130.1,M,partial,Orthohantavirus hantanense
775,MW796131.1,M,partial,Orthohantavirus hantanense
776,MW796132.1,M,partial,Orthohantavirus hantanense
777,MW796133.1,M,partial,Orthohantavirus hantanense
778,MW796134.1,S,partial,Orthohantavirus hantanense
779,MW796135.1,S,partial,Orthohantavirus hantanense
780,MW796136.1,S,partial,Orthohantavirus hantanense
781,MW796137.1,S,partial,Orthohantavirus hantanense
782,MW796138.1,S,partial,Orthohantavirus hantanense
783,MW796139.1,S,partial,Orthohantavirus hantanense
784,MW796140.1,S,partial,Orthohantavirus hantanense
785,MW796141.1,S,partial,Orthohantavirus hantanense
786,MW796142.1,S,partial,Orthohantavirus hantanense
787,MW796143.1,S,partial,Orthohantavirus hantanense
788,MW796144.1,S,partial,Orthohantavirus hantanense
789,MW796145.1,S,partial,Orthohantavirus hantanense
790,MW796146.1,L,partial,Orthohantavirus hantanense
791,MW796147.1,L,partial,Orthohantavirus hantanense
792,MW796148.1,L,partial,Orthohantavirus hantanense
793,MW796149.1,L,partial,Orthohantavirus hantanense
794,MW796150.1,L,partial,Orthohantavirus hantanense
795,MW796151.1,L,partial,Orthohantavirus hantanense
796,MW796152.1,L,partial,Orthohantavirus hantanense
797,MW796153.1,L,partial,Orthohantavirus hantanense
798,MW796154.1,L,partial,Orthohantavirus hantanense
799,MW796155.1,L,partial,Orthohantavirus hantanense
800,MW796156.1,L,partial,Orthohantavirus hantanense
801,MW796157.1,L,partial,Orthohantavirus hantanense
802,MW796158.1,M,partial,Orthohantavirus hantanense
803,MW796159.1,M,partial,Orthohantavirus hantanense
804,MW796160.1,M,partial,Orthohantavirus hantanense
805,MW796161.1,M,partial,Orthohantavirus hantanense
806,MW796162.1,M,partial,Orthohantavirus hantanense
807,MW796163.1,M,partial,Orthohantavirus hantanense
808,MW796164.1,M,partial,Orthohantavirus hantanense
809,MW796165.1,M,partial,Orthohantavirus hantanense
810,MW796166.1,M,partial,Orthohantavirus hantanense
811,MW796167.1,M,partial,Orthohantavirus hantanense
812,MW796168.1,M,partial,Orthohantavirus hantanense
813,MW796169.1,M,partial,Orthohantavirus hantanense
814,MW796170.1,S,partial,Orthohantavirus hantanense
815,MW796171.1,S,partial,Orthohantavirus hantanense
816,MW796172.1,S,partial,Orthohantavirus hantanense
817,MW796173.1,S,partial,Orthohantavirus hantanense
818,MW796174.1,S,partial,Orthohantavirus hantanense
819,MW796175.1,S,partial,Orthohantavirus hantanense
820,MW796176.1,S,partial,Orthohantavirus hantanense
821,MW796177.1,S,partial,Orthohantavirus hantanense
822,MW796178.1,S,partial,Orthohantavirus hantanense
823,MW796179.1,S,partial,Orthohantavirus hantanense
824,MW796180.1,S,partial,Orthohantavirus hantanense
825,MW796181.1,S,partial,Orthohantavirus hantanense
826,MW219756.1,L,partial,Orthohantavirus hantanense
827,MW219757.1,L,partial,Orthohantavirus hantanense
828,MW219758.1,L,partial,Orthohantavirus hantanense
829,MW219759.1,L,partial,Orthohantavirus hantanense
830,MW219760.1,L,partial,Orthohantavirus hantanense
831,MW219761.1,L,partial,Orthohantavirus hantanense
832,MW219762.1,M,partial,Orthohantavirus hantanense
833,MW219763.1,M,partial,Orthohantavirus hantanense
834,MW219764.1,M,partial,Orthohantavirus hantanense
835,MW219765.1,M,partial,Orthohantavirus hantanense
836,MW219766.1,M,partial,Orthohantavirus hantanense
837,MW219767.1,M,partial,Orthohantavirus hantanense
838,MW219768.1,S,partial,Orthohantavirus hantanense
839,MW219769.1,S,partial,Orthohantavirus hantanense
840,MW219770.1,S,partial,Orthohantavirus hantanense
841,MW219771.1,S,partial,Orthohantavirus hantanense
842,MW219772.1,S,partial,Orthohantavirus hantanense
843,MW219773.1,S,partial,Orthohantavirus hantanense
853,MW073484.1,S,partial,Orthohantavirus hantanense
854,MW073485.1,S,partial,Orthohantavirus hantanense
855,MW073486.1,S,partial,Orthohantavirus hantanense
856,MW073487.1,S,partial,Orthohantavirus hantanense
857,MW073488.1,S,partial,Orthohantavirus hantanense
858,MW088982.1,L,partial,Orthohantavirus hantanense
859,MN985832.1,S,partial,Orthohantavirus hantanense
860,MN985833.1,M,partial,Orthohantavirus hantanense
861,MN985834.1,L,partial,Orthohantavirus hantanense
862,MT542494.1,L,partial,Orthohantavirus hantanense
863,MT542495.1,L,partial,Orthohantavirus hantanense
864,MT542496.1,L,partial,Orthohantavirus hantanense
865,MT542497.1,L,partial,Orthohantavirus hantanense
866,MT542498.1,L,partial,Orthohantavirus hantanense
867,MT542499.1,L,partial,Orthohantavirus hantanense
868,MT542500.1,L,partial,Orthohantavirus hantanense
869,MT542501.1,L,partial,Orthohantavirus hantanense
870,MT542502.1,L,partial,Orthohantavirus hantanense
871,MT542503.1,L,partial,Orthohantavirus hantanense
872,MT542504.1,L,partial,Orthohantavirus hantanense
873,MT542505.1,L,partial,Orthohantavirus hantanense
874,MT542506.1,L,partial,Orthohantavirus hantanense
875,MT542507.1,L,partial,Orthohantavirus hantanense
876,MT542508.1,L,partial,Orthohantavirus hantanense
877,MT542509.1,L,partial,Orthohantavirus hantanense
878,MT542510.1,L,partial,Orthohantavirus hantanense
879,MT542511.1,L,partial,Orthohantavirus hantanense
880,MT012546.1,S,partial,Orthohantavirus hantanense
881,MT012547.1,S,partial,Orthohantavirus hantanense
882,MT012548.1,S,partial,Orthohantavirus hantanense
883,MT012549.1,S,partial,Orthohantavirus hantanense
884,MT012550.1,S,partial,Orthohantavirus hantanense
885,MT012551.1,S,partial,Orthohantavirus hantanense
886,MT012552.1,S,partial,Orthohantavirus hantanense
887,MT012553.1,S,partial,Orthohantavirus hantanense
888,MT012554.1,S,partial,Orthohantavirus hantanense
889,MT012555.1,S,partial,Orthohantavirus hantanense
890,MT012556.1,S,partial,Orthohantavirus hantanense
891,MT012557.1,S,partial,Orthohantavirus hantanense
892,MT012558.1,M,partial,Orthohantavirus hantanense
893,MT012559.1,M,partial,Orthohantavirus hantanense
894,MT012560.1,M,partial,Orthohantavirus hantanense
895,MT012561.1,M,partial,Orthohantavirus hantanense
896,MT012562.1,M,partial,Orthohantavirus hantanense
897,MT012563.1,M,partial,Orthohantavirus hantanense
898,MT012564.1,M,partial,Orthohantavirus hantanense
899,MT012565.1,M,partial,Orthohantavirus hantanense
900,MT012566.1,M,partial,Orthohantavirus hantanense
901,MT012567.1,M,partial,Orthohantavirus hantanense
902,MT012568.1,M,partial,Orthohantavirus hantanense
903,MT012569.1,M,partial,Orthohantavirus hantanense
904,MT012570.1,L,partial,Orthohantavirus hantanense
905,MT012571.1,L,partial,Orthohantavirus hantanense
906,MT012572.1,L,partial,Orthohantavirus hantanense
907,MT012573.1,L,partial,Orthohantavirus hantanense
908,MT012574.1,L,partial,Orthohantavirus hantanense
909,MT012575.1,L,partial,Orthohantavirus hantanense
910,MT012576.1,L,partial,Orthohantavirus hantanense
911,MT012577.1,L,partial,Orthohantavirus hantanense
912,MT012578.1,L,partial,Orthohantavirus hantanense
913,MT012579.1,L,partial,Orthohantavirus hantanense
914,MT012580.1,L,partial,Orthohantavirus hantanense
915,MT012581.1,L,partial,Orthohantavirus hantanense
916,MN624149.1,L,partial,Orthohantavirus hantanense
917,MN624150.1,L,partial,Orthohantavirus hantanense
918,MN624151.1,L,partial,Orthohantavirus hantanense
919,MN624152.1,L,partial,Orthohantavirus hantanense
920,MN624153.1,L,partial,Orthohantavirus hantanense
921,MN624154.1,L,partial,Orthohantavirus hantanense
922,MN624155.1,L,partial,Orthohantavirus hantanense
923,MN624156.1,L,partial,Orthohantavirus hantanense
924,MN624157.1,L,partial,Orthohantavirus hantanense
925,MN624158.1,L,partial,Orthohantavirus hantanense
926,MN624159.1,L,partial,Orthohantavirus hantanense
927,MN624160.1,L,partial,Orthohantavirus hantanense
928,MN624161.1,L,partial,Orthohantavirus hantanense
929,MN624162.1,L,partial,Orthohantavirus hantanense
930,MN624163.1,L,partial,Orthohantavirus hantanense
931,MN624164.1,L,partial,Orthohantavirus hantanense
932,MN624165.1,L,partial,Orthohantavirus hantanense
933,MN608058.1,S,partial,Orthohantavirus hantanense
934,MN608059.1,S,partial,Orthohantavirus hantanense
935,MN608060.1,S,partial,Orthohantavirus hantanense
936,MN608061.1,S,partial,Orthohantavirus hantanense
937,MN608062.1,S,partial,Orthohantavirus hantanense
938,MN608063.1,S,partial,Orthohantavirus hantanense
939,MN608064.1,S,partial,Orthohantavirus hantanense
940,MN608065.1,S,partial,Orthohantavirus hantanense
941,MN608066.1,S,partial,Orthohantavirus hantanense
942,MN608067.1,S,partial,Orthohantavirus hantanense
943,MN608068.1,S,partial,Orthohantavirus hantanense
944,MN608069.1,M,partial,Orthohantavirus hantanense
945,MN608070.1,M,partial,Orthohantavirus hantanense
946,MN608071.1,M,partial,Orthohantavirus hantanense
947,MN608072.1,M,partial,Orthohantavirus hantanense
948,MN608073.1,M,partial,Orthohantavirus hantanense
949,MN608074.1,M,partial,Orthohantavirus hantanense
950,MN608075.1,M,partial,Orthohantavirus hantanense
951,MN608076.1,M,partial,Orthohantavirus hantanense
952,MN608077.1,M,partial,Orthohantavirus hantanense
953,MN608078.1,M,partial,Orthohantavirus hantanense
954,MN608079.1,M,partial,Orthohantavirus hantanense
955,MN608080.1,L,partial,Orthohantavirus hantanense
956,MN608081.1,L,partial,Orthohantavirus hantanense
957,MN608082.1,L,partial,Orthohantavirus hantanense
958,MN608083.1,L,partial,Orthohantavirus hantanense
959,MN608084.1,L,partial,Orthohantavirus hantanense
960,MN608085.1,L,partial,Orthohantavirus hantanense
961,MN608086.1,L,partial,Orthohantavirus hantanense
962,MN608087.1,L,partial,Orthohantavirus hantanense
963,MN608088.1,L,partial,Orthohantavirus hantanense
964,MN608089.1,L,partial,Orthohantavirus hantanense
965,MN608090.1,L,partial,Orthohantavirus hantanense
966,MN608091.1,S,partial,Orthohantavirus hantanense
967,MN608092.1,S,partial,Orthohantavirus hantanense
968,MN608093.1,S,partial,Orthohantavirus hantanense
969,MN608094.1,S,partial,Orthohantavirus hantanense
970,MN608095.1,S,partial,Orthohantavirus hantanense
971,MN608096.1,S,partial,Orthohantavirus hantanense
972,MN608097.1,S,partial,Orthohantavirus hantanense
973,MN608098.1,M,partial,Orthohantavirus hantanense
974,MN608099.1,M,partial,Orthohantavirus hantanense
975,MN608100.1,M,partial,Orthohantavirus hantanense
976,MN608101.1,M,partial,Orthohantavirus hantanense
977,MN608102.1,M,partial,Orthohantavirus hantanense
978,MN608103.1,M,partial,Orthohantavirus hantanense
979,MN608104.1,M,partial,Orthohantavirus hantanense
980,MN608105.1,L,partial,Orthohantavirus hantanense
981,MN608106.1,L,partial,Orthohantavirus hantanense
982,MN608107.1,L,partial,Orthohantavirus hantanense
983,MN608108.1,L,partial,Orthohantavirus hantanense
984,MN608109.1,L,partial,Orthohantavirus hantanense
985,MN608110.1,L,partial,Orthohantavirus hantanense
986,MN608111.1,L,partial,Orthohantavirus hantanense
987,MK548646.1,S,complete,Orthohantavirus hantanense
988,MK548649.1,S,complete,Orthohantavirus hantanense
989,MK548650.1,S,complete,Orthohantavirus hantanense
990,MK548651.1,S,complete,Orthohantavirus hantanense
991,MK548655.1,M,complete,Orthohantavirus hantanense
992,MK548658.1,M,complete,Orthohantavirus hantanense
993,MK548659.1,M,complete,Orthohantavirus hantanense
994,MK548660.1,M,complete,Orthohantavirus hantanense
995,MK548664.1,L,complete,Orthohantavirus hantanense
996,MK548667.1,L,complete,Orthohantavirus hantanense
997,MK548668.1,L,complete,Orthohantavirus hantanense
998,MK548669.1,L,complete,Orthohantavirus hantanense
999,MK548673.1,S,complete,Orthohantavirus hantanense
1000,MK548674.1,S,complete,Orthohantavirus hantanense
1001,MK548675.1,S,complete,Orthohantavirus hantanense
1002,MK548676.1,S,complete,Orthohantavirus hantanense
1003,MK548682.1,M,complete,Orthohantavirus hantanense
1004,MK548683.1,M,complete,Orthohantavirus hantanense
1005,MK548684.1,M,complete,Orthohantavirus hantanense
1006,MK548685.1,M,complete,Orthohantavirus hantanense
1007,MK548691.1,L,complete,Orthohantavirus hantanense
1008,MK548692.1,L,complete,Orthohantavirus hantanense
1009,MK548693.1,L,complete,Orthohantavirus hantanense
1010,MK548694.1,L,complete,Orthohantavirus hantanense
1011,MN478382.1,S,complete,Orthohantavirus hantanense
1012,MN478383.1,S,complete,Orthohantavirus hantanense
1013,MN478384.1,S,complete,Orthohantavirus hantanense
1014,MN478385.1,S,complete,Orthohantavirus hantanense
1015,MN478386.1,S,complete,Orthohantavirus hantanense
1016,MN478387.1,S,complete,Orthohantavirus hantanense
1017,MN478388.1,S,complete,Orthohantavirus hantanense
1018,MN478389.1,S,complete,Orthohantavirus hantanense
1019,MN478390.1,S,complete,Orthohantavirus hantanense
1020,MN478391.1,S,complete,Orthohantavirus hantanense
1021,MN478392.1,S,complete,Orthohantavirus hantanense
1022,MN478393.1,S,complete,Orthohantavirus hantanense
1023,MN478394.1,S,complete,Orthohantavirus hantanense
1024,MN478395.1,S,complete,Orthohantavirus hantanense
1025,MN478396.1,S,complete,Orthohantavirus hantanense
1026,MN478397.1,S,complete,Orthohantavirus hantanense
1027,MN478398.1,M,partial,Orthohantavirus hantanense
1028,MN478399.1,M,partial,Orthohantavirus hantanense
1029,MN478400.1,M,partial,Orthohantavirus hantanense
1030,MN478401.1,M,partial,Orthohantavirus hantanense
1031,MN478402.1,M,partial,Orthohantavirus hantanense
1032,MN478403.1,M,partial,Orthohantavirus hantanense
1033,MN478404.1,M,partial,Orthohantavirus hantanense
1034,MN478405.1,M,partial,Orthohantavirus hantanense
1035,MN478406.1,M,partial,Orthohantavirus hantanense
1036,MN478407.1,M,partial,Orthohantavirus hantanense
1037,MN478408.1,M,partial,Orthohantavirus hantanense
1038,MN478409.1,M,partial,Orthohantavirus hantanense
1039,MN478410.1,M,partial,Orthohantavirus hantanense
1040,MN478411.1,M,partial,Orthohantavirus hantanense
1041,MN478412.1,M,partial,Orthohantavirus hantanense
1042,MN478413.1,M,partial,Orthohantavirus hantanense
1043,MN507673.1,L,partial,Orthohantavirus hantanense
1044,MN507674.1,L,partial,Orthohantavirus hantanense
1045,MN507675.1,L,partial,Orthohantavirus hantanense
1046,MN507676.1,L,partial,Orthohantavirus hantanense
1047,MN507677.1,L,partial,Orthohantavirus hantanense
1048,MN507678.1,L,partial,Orthohantavirus hantanense
1049,MN507679.1,L,partial,Orthohantavirus hantanense
1050,MN507680.1,L,partial,Orthohantavirus hantanense
1051,MN507681.1,L,partial,Orthohantavirus hantanense
1052,MN507682.1,L,partial,Orthohantavirus hantanense
1053,MN507683.1,L,partial,Orthohantavirus hantanense
1054,MN507684.1,L,partial,Orthohantavirus hantanense
1055,MN507685.1,L,partial,Orthohantavirus hantanense
1056,MN507686.1,L,partial,Orthohantavirus hantanense
1057,MN507687.1,L,partial,Orthohantavirus hantanense
1058,MN507688.1,L,partial,Orthohantavirus hantanense
1059,MN507689.1,L,partial,Orthohantavirus hantanense
1060,MN507690.1,L,partial,Orthohantavirus hantanense
1061,MN507691.1,S,partial,Orthohantavirus hantanense
1062,MN507692.1,S,partial,Orthohantavirus hantanense
1063,MN507693.1,S,partial,Orthohantavirus hantanense
1064,MN507694.1,S,partial,Orthohantavirus hantanense
1065,MN507695.1,S,partial,Orthohantavirus hantanense
1066,MN507696.1,S,partial,Orthohantavirus hantanense
1067,MN507697.1,S,partial,Orthohantavirus hantanense
1068,MN507698.1,S,partial,Orthohantavirus hantanense
1069,MN507699.1,S,partial,Orthohantavirus hantanense
1070,MK548647.1,S,complete,Orthohantavirus hantanense
1071,MK548648.1,S,complete,Orthohantavirus hantanense
1072,MK548652.1,S,complete,Orthohantavirus hantanense
