Accession,GenBank_RefSeq,Assembly,SRA_Accession,BioSample,BioProject,Organism_Name,Species,Genus,Family,Genotype,Isolate,Segment,GenBank_Title,Length,Nuc_Completeness,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Submitters,Organization,Org_location,Publications,Collection_Date,Release_Date,Molecule_type
MW023725.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,Austria/Hu986729_Hartberg-Fuerstenfeld/2017,S,"Orthohantavirus puumalaense isolate Austria/Hu986729_Hartberg-Fuerstenfeld/2017 nucleocapsid protein gene, partial cds",616,partial,Austria: Styria,Austria,,Homo sapiens,blood,"Camp,J.V., Schmon,E., Krause,R., Sixl,W., Schmid,D., Aberle,S.W., Urbanek,T.","Medical University of Vienna, Center for Virology",Austria,1,2017,2021-05-09,ssRNA(-)
MW023726.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,Austria/Hu995423_Hartberg-Fuerstenfeld/2017,S,"Orthohantavirus puumalaense isolate Austria/Hu995423_Hartberg-Fuerstenfeld/2017 nucleocapsid protein gene, partial cds",616,partial,Austria: Styria,Austria,,Homo sapiens,blood,"Camp,J.V., Schmon,E., Krause,R., Sixl,W., Schmid,D., Aberle,S.W., Urbanek,T.","Medical University of Vienna, Center for Virology",Austria,1,2017,2021-05-09,ssRNA(-)
MW023727.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,Austria/Mg33_Mitterfladnitz/2012,S,"Orthohantavirus puumalaense isolate Austria/Mg33_Mitterfladnitz/2012 nucleocapsid protein gene, partial cds",616,partial,Austria: Styria,Austria,,Myodes glareolus,lung,"Camp,J.V., Schmon,E., Krause,R., Sixl,W., Schmid,D., Aberle,S.W., Urbanek,T.","Medical University of Vienna, Center for Virology",Austria,1,2012,2021-05-09,ssRNA(-)
MW023728.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,Austria/Hu1146291_Deutschlandsberg/2019,S,"Orthohantavirus puumalaense isolate Austria/Hu1146291_Deutschlandsberg/2019 nucleocapsid protein gene, partial cds",660,partial,Austria: Styria,Austria,,Homo sapiens,blood,"Camp,J.V., Schmon,E., Krause,R., Sixl,W., Schmid,D., Aberle,S.W., Urbanek,T.","Medical University of Vienna, Center for Virology",Austria,1,2019,2021-05-09,ssRNA(-)
MW023729.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,Austria/Hu1124641_Suedoststeiermark/2019,S,"Orthohantavirus puumalaense isolate Austria/Hu1124641_Suedoststeiermark/2019 nucleocapsid protein gene, partial cds",648,partial,Austria: Styria,Austria,,Homo sapiens,blood,"Camp,J.V., Schmon,E., Krause,R., Sixl,W., Schmid,D., Aberle,S.W., Urbanek,T.","Medical University of Vienna, Center for Virology",Austria,1,2019,2021-05-09,ssRNA(-)
MW023730.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,Austria/Hu1154531_Wolfsberg/2019,S,"Orthohantavirus puumalaense isolate Austria/Hu1154531_Wolfsberg/2019 nucleocapsid protein gene, partial cds",634,partial,Austria: Carinthia,Austria,,Homo sapiens,blood,"Camp,J.V., Schmon,E., Krause,R., Sixl,W., Schmid,D., Aberle,S.W., Urbanek,T.","Medical University of Vienna, Center for Virology",Austria,1,2019,2021-05-09,ssRNA(-)
MW023731.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,Austria/Hu1153799_Suedoststeiermark/2019,S,"Orthohantavirus puumalaense isolate Austria/Hu1153799_Suedoststeiermark/2019 nucleocapsid protein gene, partial cds",660,partial,Austria: Styria,Austria,,Homo sapiens,blood,"Camp,J.V., Schmon,E., Krause,R., Sixl,W., Schmid,D., Aberle,S.W., Urbanek,T.","Medical University of Vienna, Center for Virology",Austria,1,2019,2021-05-09,ssRNA(-)
MW023732.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,Austria/Hu1176203_Weiz/2019,S,"Orthohantavirus puumalaense isolate Austria/Hu1176203_Weiz/2019 nucleocapsid protein gene, partial cds",673,partial,Austria: Styria,Austria,,Homo sapiens,blood,"Camp,J.V., Schmon,E., Krause,R., Sixl,W., Schmid,D., Aberle,S.W., Urbanek,T.","Medical University of Vienna, Center for Virology",Austria,1,2019,2021-05-09,ssRNA(-)
MW023733.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,Austria/Hu1176206_Graz Umgebung/2019,S,"Orthohantavirus puumalaense isolate Austria/Hu1176206_Graz Umgebung/2019 nucleocapsid protein gene, partial cds",673,partial,Austria: Styria,Austria,,Homo sapiens,blood,"Camp,J.V., Schmon,E., Krause,R., Sixl,W., Schmid,D., Aberle,S.W., Urbanek,T.","Medical University of Vienna, Center for Virology",Austria,1,2019,2021-05-09,ssRNA(-)
MW023734.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,Austria/Hu1176856_Hartberg-Fuerstenfeld/2019,S,"Orthohantavirus puumalaense isolate Austria/Hu1176856_Hartberg-Fuerstenfeld/2019 nucleocapsid protein gene, partial cds",619,partial,Austria: Styria,Austria,,Homo sapiens,blood,"Camp,J.V., Schmon,E., Krause,R., Sixl,W., Schmid,D., Aberle,S.W., Urbanek,T.","Medical University of Vienna, Center for Virology",Austria,1,2019,2021-05-09,ssRNA(-)
MW023735.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,Austria/Hu1177196_Graz-Stadt/2019,S,"Orthohantavirus puumalaense isolate Austria/Hu1177196_Graz-Stadt/2019 nucleocapsid protein gene, partial cds",673,partial,Austria: Styria,Austria,,Homo sapiens,blood,"Camp,J.V., Schmon,E., Krause,R., Sixl,W., Schmid,D., Aberle,S.W., Urbanek,T.","Medical University of Vienna, Center for Virology",Austria,1,2019,2021-05-09,ssRNA(-)
MW023736.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,Austria/Hu1195950_Murau/2019,S,"Orthohantavirus puumalaense isolate Austria/Hu1195950_Murau/2019 nucleocapsid protein gene, partial cds",679,partial,Austria: Styria,Austria,,Homo sapiens,blood,"Camp,J.V., Schmon,E., Krause,R., Sixl,W., Schmid,D., Aberle,S.W., Urbanek,T.","Medical University of Vienna, Center for Virology",Austria,1,2019,2021-05-09,ssRNA(-)
MW023737.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,Austria/Mg14_Mitterfladnitz/2012,S,"Orthohantavirus puumalaense isolate Austria/Mg14_Mitterfladnitz/2012 nucleocapsid protein gene, partial cds",697,partial,Austria: Styria,Austria,,Myodes glareolus,lung,"Camp,J.V., Schmon,E., Krause,R., Sixl,W., Schmid,D., Aberle,S.W., Urbanek,T.","Medical University of Vienna, Center for Virology",Austria,1,2012,2021-05-09,ssRNA(-)
MW023739.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,Austria/Mg18_Gamsgraben/2012,S,"Orthohantavirus puumalaense isolate Austria/Mg18_Gamsgraben/2012 nucleocapsid protein gene, partial cds",697,partial,Austria: Styria,Austria,,Myodes glareolus,lung,"Camp,J.V., Schmon,E., Krause,R., Sixl,W., Schmid,D., Aberle,S.W., Urbanek,T.","Medical University of Vienna, Center for Virology",Austria,1,2012,2021-05-09,ssRNA(-)
MW023740.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,Austria/Mg9_Peggau/2012,S,"Orthohantavirus puumalaense isolate Austria/Mg9_Peggau/2012 nucleocapsid protein gene, partial cds",697,partial,Austria: Styria,Austria,,Myodes glareolus,lung,"Camp,J.V., Schmon,E., Krause,R., Sixl,W., Schmid,D., Aberle,S.W., Urbanek,T.","Medical University of Vienna, Center for Virology",Austria,1,2012,2021-05-09,ssRNA(-)
MT453485.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_0972,,"Orthohantavirus puumalaense isolate KS10_0972 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-04-21,2021-05-07,ssRNA(-)
MT453486.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_0978,,"Orthohantavirus puumalaense isolate KS10_0978 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-04-21,2021-05-07,ssRNA(-)
MT453487.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_0979,,"Orthohantavirus puumalaense isolate KS10_0979 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-04-21,2021-05-07,ssRNA(-)
MT453488.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_0983,,"Orthohantavirus puumalaense isolate KS10_0983 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-04-21,2021-05-07,ssRNA(-)
MT453489.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_0984,,"Orthohantavirus puumalaense isolate KS10_0984 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-04-21,2021-05-07,ssRNA(-)
MT453490.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_0987,,"Orthohantavirus puumalaense isolate KS10_0987 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-04-21,2021-05-07,ssRNA(-)
MT453491.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_0994,,"Orthohantavirus puumalaense isolate KS10_0994 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-04-21,2021-05-07,ssRNA(-)
MT453492.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_0999,,"Orthohantavirus puumalaense isolate KS10_0999 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-04-21,2021-05-07,ssRNA(-)
MT453493.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_1001,,"Orthohantavirus puumalaense isolate KS10_1001 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-04-20,2021-05-07,ssRNA(-)
MT453494.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_1002,,"Orthohantavirus puumalaense isolate KS10_1002 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-04-20,2021-05-07,ssRNA(-)
MT453495.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_1006,,"Orthohantavirus puumalaense isolate KS10_1006 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-04-20,2021-05-07,ssRNA(-)
MT453496.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_1008,,"Orthohantavirus puumalaense isolate KS10_1008 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-04-20,2021-05-07,ssRNA(-)
MT453497.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_1011,,"Orthohantavirus puumalaense isolate KS10_1011 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-04-20,2021-05-07,ssRNA(-)
MT453498.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_1015,,"Orthohantavirus puumalaense isolate KS10_1015 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-04-21,2021-05-07,ssRNA(-)
MT453499.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_1017,,"Orthohantavirus puumalaense isolate KS10_1017 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-04-20,2021-05-07,ssRNA(-)
MT453500.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_1019,,"Orthohantavirus puumalaense isolate KS10_1019 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-04-20,2021-05-07,ssRNA(-)
MT453501.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_1025,,"Orthohantavirus puumalaense isolate KS10_1025 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-04-20,2021-05-07,ssRNA(-)
MT453502.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_1026,,"Orthohantavirus puumalaense isolate KS10_1026 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-04-20,2021-05-07,ssRNA(-)
MT453503.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_1027,,"Orthohantavirus puumalaense isolate KS10_1027 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-04-20,2021-05-07,ssRNA(-)
MT453504.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_1029,,"Orthohantavirus puumalaense isolate KS10_1029 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-04-27,2021-05-07,ssRNA(-)
MT453505.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_1035,,"Orthohantavirus puumalaense isolate KS10_1035 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-04-20,2021-05-07,ssRNA(-)
MT453506.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_1039,,"Orthohantavirus puumalaense isolate KS10_1039 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-04-20,2021-05-07,ssRNA(-)
MT453507.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_1048,,"Orthohantavirus puumalaense isolate KS10_1048 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-04-27,2021-05-07,ssRNA(-)
MT453508.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_1049,,"Orthohantavirus puumalaense isolate KS10_1049 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-04-27,2021-05-07,ssRNA(-)
MT453509.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_1053,,"Orthohantavirus puumalaense isolate KS10_1053 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-04-25,2021-05-07,ssRNA(-)
MT453510.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_1054,,"Orthohantavirus puumalaense isolate KS10_1054 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-04-23,2021-05-07,ssRNA(-)
MT453511.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_1056,,"Orthohantavirus puumalaense isolate KS10_1056 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-04-26,2021-05-07,ssRNA(-)
MT453512.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_1060,,"Orthohantavirus puumalaense isolate KS10_1060 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-04-23,2021-05-07,ssRNA(-)
MT453513.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_1064,,"Orthohantavirus puumalaense isolate KS10_1064 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-04-26,2021-05-07,ssRNA(-)
MT453514.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_1065,,"Orthohantavirus puumalaense isolate KS10_1065 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-04-22,2021-05-07,ssRNA(-)
MT453515.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_1066,,"Orthohantavirus puumalaense isolate KS10_1066 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-04-25,2021-05-07,ssRNA(-)
MT453516.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_1068,,"Orthohantavirus puumalaense isolate KS10_1068 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-04-22,2021-05-07,ssRNA(-)
